,title,sub_title,brand,color_breif,fullPrice,currentPrice,country,availability,publish_date,created_date,discount_amount,asof_date
185,Roshe G Next Nature,Men's Golf Shoes,Nike,Light Smoke Grey/Hot Punch/Black,89.95,89.95,GB,True,2023-04-06T07:00:00.000Z,2023-04-06T11:25:43.225Z,0.0,2023-04-16
186,Nike Air Max Plus 3,Men's Shoes,Nike Sportswear,Black/Dark Smoke Grey,169.95,169.95,GB,True,2022-09-01T07:00:00.000Z,2023-04-13T15:02:53.867Z,0.0,2023-04-16
187,Nike Pegasus 40,Men's Road Running Shoes (Extra Wide),Nike,White/Light Orewood Brown/Phantom/Obsidian,114.95,114.95,GB,True,2023-03-31T07:00:00.000Z,2023-04-16T08:39:06.886Z,0.0,2023-04-16
188,NikeCourt Air Zoom NXT,Men's Hard Court Tennis Shoes,Nike,White/Picante Red/Fuchsia Dream/Black,144.95,101.47,GB,True,2023-01-06T08:00:00.000Z,2023-04-14T07:19:55.236Z,43.47999999999999,2023-04-16
189,Nike Air Max Plus,Men's Shoes,Nike Sportswear,Black/University Red/White,169.95,169.95,GB,True,2023-01-16T08:00:00.000Z,2023-04-13T10:52:15.619Z,0.0,2023-04-16
190,Nike Air Force 1 High Unlocked By You,Custom Men's Shoes,Nike Sportswear,Multi-Colour/Multi-Colour/Multi-Colour,164.95,164.95,GB,True,2022-08-30T16:00:00.000Z,2023-04-06T06:31:34.743Z,0.0,2023-04-16
191,Air Jordan 12 Retro x Eastside Golf,Men's Shoes,Jordan,Muslin/Burnt Sunrise/Black,202.95,202.95,GB,True,2022-11-12T09:06:00.000Z,2023-04-06T06:30:50.219Z,0.0,2023-04-16
192,Nike Air Pegasus '89,Men's Shoes,Nike Sportswear,Swan/Rose Coral/Black/Medium Grey,109.95,76.97,GB,True,2023-01-26T08:00:00.000Z,2023-04-09T04:57:24.390Z,32.980000000000004,2023-04-16
193,Nike Zoom Mercurial Vapor 15 Pro FG,Firm-Ground Football Boot,Nike,Metallic Copper/Metallic Copper,134.95,134.95,GB,True,2022-11-17T08:00:00.000Z,2023-04-06T06:27:35.134Z,0.0,2023-04-16
194,Nike Victori One,Men's Printed Slide,Nike Sportswear,Black/Black/White,29.95,27.47,GB,True,2022-05-20T07:00:00.000Z,2023-04-13T10:52:04.699Z,2.4800000000000004,2023-04-16
195,Nike Streakfly,Road Racing Shoes,Nike,White/Metallic Silver/Black,144.95,144.95,GB,True,2022-12-16T08:00:00.000Z,2023-04-13T14:02:36.704Z,0.0,2023-04-16
196,Nike Cosmic Unity 2,Basketball Shoes,Nike,Wolf Grey/Pure Platinum/Cone/Black,144.95,144.95,GB,True,2023-03-01T08:00:00.000Z,2023-04-14T18:53:41.729Z,0.0,2023-04-16
197,Nike Quest 5,Men's Road Running Shoes,Nike,Black/Smoke Grey/Dark Smoke Grey/White,72.95,72.95,GB,True,2022-06-30T07:00:00.000Z,2023-04-15T18:22:22.201Z,0.0,2023-04-16
198,Nike Victori One,Men's Shower Slide,Nike Sportswear,White/White/Black,24.95,20.97,GB,True,2020-07-20T22:00:00.000Z,2023-04-13T09:20:15.097Z,3.9800000000000004,2023-04-16
199,Nike Air Zoom Flight 95,Men's Shoes,Nike Sportswear,White/Black/Football Grey/Multi-Colour,164.95,164.95,GB,True,2023-02-09T10:44:00.000Z,2023-04-12T15:40:30.838Z,0.0,2023-04-16
